submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
09/09/2020,NY,"204,507",,,363,0,"8,976",,,2,0,09/10/2020 02:02:53 PM,Not agree,Not agree
01/09/2021,CA,"2,621,277",,,"52,636",0,"29,233",,,695,0,01/10/2021 04:10:55 PM,Not agree,Not agree
05/25/2020,MI,"54,881","54,881",0,202,0,"5,240","5,240",0,12,0,05/26/2020 02:23:02 PM,Agree,Agree
05/15/2020,RI,"12,219",,,203,0,479,,,11,0,05/16/2020 03:46:44 PM,Not agree,N/A
07/01/2020,NV,"19,328",,,644,-1,533,,,4,0,07/02/2020 03:10:03 PM,,
10/24/2020,PR,"62,503","31,737","30,766","1,223",558,801,610,191,7,1,10/25/2020 01:45:35 PM,Agree,Agree
02/14/2021,PA,"894,915","773,614","121,301","2,571",409,"23,096",,,24,15,02/15/2021 02:46:24 PM,Agree,Not agree
01/13/2021,IN,"574,119",,,"3,642",0,"9,163","8,790",373,59,0,01/14/2021 03:12:46 PM,Not agree,Agree
02/17/2021,NY,"880,638",,,"3,014",0,"17,500",,,60,0,02/18/2021 02:43:57 PM,Not agree,Not agree
03/17/2020,OH,67,,,17,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/29/2020,SC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
02/08/2021,CT,"263,739","247,681","16,058","4,367",269,"7,282","5,966","1,316",68,-3,02/09/2021 03:24:29 PM,Agree,Agree
09/05/2020,SC,"128,142","124,827","3,315","1,573",89,"2,993",,,25,3,02/08/2021 12:00:00 AM,Agree,Not agree
06/04/2020,MN,"26,273",,,403,0,"1,126","1,115",11,29,0,06/05/2020 03:17:07 PM,N/A,Agree
06/22/2020,MA,"107,210","102,469","4,741",149,13,"7,874","7,694",180,16,-1,06/23/2020 02:28:19 PM,Agree,Agree
12/27/2020,NC,"516,828","475,269","41,559","2,898",117,"6,549","6,176",373,23,1,12/28/2020 02:42:49 PM,Agree,Agree
10/21/2020,IA,"109,803",,,"1,112",74,"1,583",,,27,0,10/22/2020 01:34:46 PM,Not agree,Not agree
01/23/2020,MT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
12/28/2020,NY,"521,765",,,"6,884",0,"12,263",,,84,0,12/29/2020 02:56:32 PM,Not agree,Not agree
09/09/2020,MS,"88,322","83,328","4,994",517,132,"2,656","2,477",179,33,3,09/10/2020 02:02:53 PM,Agree,Agree
07/16/2020,CO,"38,726","35,690","3,036",571,7,"1,745","1,413",332,1,1,07/17/2020 02:31:01 PM,Agree,Agree
10/03/2020,IL,"302,827","300,088","2,739","2,442",0,"9,023","8,774",249,31,0,10/04/2020 01:35:23 PM,Agree,Agree
10/12/2020,LA,"174,647",,,60,0,"5,669","5,476",193,14,0,10/13/2020 01:29:38 PM,Not agree,Agree
08/24/2020,CA,"668,615",,,"4,946",0,"12,152",,,18,0,08/25/2020 02:02:54 PM,Not agree,Not agree
10/22/2020,NM,"39,377",,,662,0,953,,,3,0,10/23/2020 01:44:31 PM,N/A,Not agree
11/26/2020,MN,"289,303",,,0,0,"3,434","3,313",121,0,0,11/27/2020 03:07:59 PM,N/A,Agree
06/20/2020,IL,"137,104","136,104","1,000",634,0,"6,829","6,625",204,45,0,06/21/2020 02:32:57 PM,Agree,Agree
07/02/2020,PA,"88,741","86,205","2,536",667,35,"6,746",,,34,29,07/03/2020 03:01:33 PM,Agree,Not agree
12/31/2020,VI,"2,036",,,5,0,23,,,0,0,01/01/2021 02:49:07 PM,,
12/04/2020,MS,"163,458","126,751","36,707","1,942","1,056","3,949","3,395",554,33,17,12/05/2020 02:29:17 PM,Agree,Agree
03/02/2020,DE,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/25/2020,MD,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
10/20/2020,NJ,"230,432",,,"1,263",275,"16,227","14,438","1,789",13,0,02/19/2021 01:38:31 PM,Not agree,Agree
12/06/2020,CA,"1,341,700",,,"30,075",0,"19,876",,,85,0,12/07/2020 02:38:33 PM,Not agree,Not agree
08/10/2020,TX,"490,817",,,"4,455",0,"8,490",,,31,0,08/11/2020 02:16:27 PM,Not agree,Not agree
07/10/2020,CO,"36,191","33,189","3,002",666,23,"1,724","1,397",327,18,0,07/11/2020 06:25:05 PM,Agree,Agree
02/28/2020,MT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
12/14/2020,IA,"257,332",,,973,310,"3,273",,,60,60,12/15/2020 02:39:02 PM,Not agree,Not agree
08/18/2020,ND,"8,968","8,968",0,186,0,130,,,2,0,08/19/2020 02:23:51 PM,Agree,Not agree
05/11/2020,DC,"6,389",,,117,0,328,,,5,0,05/12/2020 05:26:08 PM,,
01/12/2021,MP,128,128,0,0,0,2,2,0,0,0,01/13/2021 02:44:58 PM,Agree,Agree
03/26/2020,CA,"3,777",,,795,,64,,,7,,03/26/2020 04:22:39 PM,Not agree,Not agree
09/23/2020,DE,"19,947","18,916","1,031",186,3,630,553,77,2,0,09/24/2020 01:54:02 PM,Agree,Agree
09/12/2020,MP,60,60,0,0,0,2,2,0,0,0,09/13/2020 04:17:15 PM,Agree,Agree
07/23/2020,VI,342,,,6,0,7,,,0,0,07/24/2020 02:18:40 PM,,
03/22/2020,KS,64,,,9,,2,,,0,,03/26/2020 04:22:39 PM,Agree,N/A
12/30/2020,MT,"81,300","81,300",0,874,0,950,950,0,11,0,12/31/2020 02:55:07 PM,Agree,Agree
03/26/2020,DE,143,,,24,,2,,,2,,03/26/2020 04:22:39 PM,Agree,Agree
07/01/2020,CO,"33,029","30,133","2,896",314,25,"1,697","1,362",335,7,0,07/02/2020 03:10:03 PM,Agree,Agree
07/07/2020,LA,"68,263",,,"1,936",0,"3,319","3,211",108,23,0,07/08/2020 02:12:08 PM,Not agree,Agree
03/12/2020,CO,49,,,15,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/01/2020,MD,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
08/23/2020,IN,"85,932",,,615,0,"3,220","3,003",217,2,0,08/24/2020 01:54:34 PM,Not agree,Agree
12/05/2020,MP,106,106,0,0,0,2,2,0,0,0,12/06/2020 02:51:16 PM,Agree,Agree
05/09/2020,MP,16,16,0,0,0,2,2,0,0,0,05/10/2020 09:26:08 PM,Agree,Agree
07/05/2020,PA,"90,304","87,705","2,599",450,12,"6,754",,,5,75,07/06/2020 03:16:12 PM,Agree,Not agree
03/31/2020,FL,"6,490",,,"1,001",,85,,,14,,03/30/2020 04:22:39 PM,Not agree,Not agree
10/18/2020,KY,"87,607","74,600","13,007",810,125,"1,317","1,303",14,5,0,10/19/2020 02:06:44 PM,Agree,Agree
11/16/2020,WY,"23,193","19,885","3,308",699,112,144,144,0,0,0,11/17/2020 02:52:47 PM,Agree,Agree
01/02/2021,CT,"190,120","178,949","11,171","4,412",142,"6,099","4,937","1,162",104,21,01/03/2021 02:53:25 PM,Agree,Agree
10/12/2020,RI,"26,294",,,0,0,"1,130",,,0,0,10/13/2020 01:29:38 PM,Not agree,N/A
08/04/2020,IL,"185,993","184,712","1,281","1,471",0,"7,742","7,545",197,19,0,08/05/2020 02:13:18 PM,Agree,Agree
07/07/2020,PA,"92,148","89,515","2,633",849,25,"6,812",,,25,-41,07/08/2020 02:12:08 PM,Agree,Not agree
12/28/2020,OH,"675,044","608,429","66,615","4,519","1,304","8,571","7,791",780,62,3,12/29/2020 02:56:32 PM,Agree,Agree
02/10/2021,WV,"125,951","100,878","25,073",429,108,"2,175",,,25,3,02/11/2021 02:50:55 PM,Agree,Not agree
06/26/2020,ME,"3,102","2,758",344,32,5,103,103,0,0,0,06/27/2020 05:51:58 PM,Agree,Agree
06/30/2020,WV,"2,905","2,804",101,35,2,93,,,0,0,07/01/2020 03:45:16 PM,Agree,Not agree
05/14/2020,VI,69,,,0,0,6,,,0,0,05/15/2020 04:11:22 PM,,
07/30/2020,FSM,0,0,0,0,0,0,0,0,0,0,07/31/2020 02:35:06 PM,Agree,Agree
12/01/2020,DC,"21,685",,,133,0,685,,,5,0,12/02/2020 03:48:48 PM,,
01/15/2021,OK,"356,597","281,745","74,852","3,697","1,094","2,962","2,720",242,27,9,01/16/2021 02:46:10 PM,Agree,Agree
06/11/2020,AZ,"31,264","30,955",309,"1,412",6,"1,127","1,060",67,32,1,06/12/2020 02:17:59 PM,Agree,Agree
02/17/2020,IA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
02/18/2020,ME,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/14/2021,LA,"361,148",,,"5,313","2,187","8,080","7,631",449,58,9,01/15/2021 02:46:04 PM,Not agree,Agree
12/11/2020,ME,"15,619","13,687","1,932",414,58,257,253,4,7,1,12/12/2020 02:59:37 PM,Agree,Agree
01/12/2021,VI,"2,166",,,0,0,24,,,0,0,01/13/2021 02:44:58 PM,,
01/27/2020,WY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/04/2020,AS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
03/30/2020,AS,0,,,0,,0,,,0,,03/29/2020 04:22:39 PM,,
05/27/2020,PR,"3,397","1,260","2,137",73,54,129,61,68,0,0,05/28/2020 03:12:25 PM,Agree,Agree
02/16/2021,CO,"415,037","393,088","21,949",668,171,"5,828","5,108",720,2,0,02/17/2021 02:51:58 PM,Agree,Agree
12/18/2020,WY,"41,359","35,760","5,599",766,119,351,351,0,0,0,12/19/2020 02:42:31 PM,Agree,Agree
02/21/2020,ID,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/23/2020,AK,778,,,17,0,12,,,0,0,06/24/2020 03:03:27 PM,N/A,N/A
03/12/2020,UT,4,,,1,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
05/22/2020,WY,803,608,195,2,2,12,12,0,0,0,05/23/2020 05:58:16 PM,Agree,Agree
04/15/2020,NYC,"116,073","116,073",0,"5,982",0,"11,225","7,166","4,059","4,585","4,059",04/15/2020 04:22:39 PM,Agree,Agree
10/21/2020,WI,"192,191","182,687","9,504","4,363",158,"1,702","1,681",21,50,2,10/22/2020 01:34:46 PM,Agree,Agree
07/30/2020,PR,"16,781","5,997","10,784",209,132,219,113,106,5,1,07/31/2020 02:35:06 PM,Agree,Agree
06/25/2020,NJ,"171,064",,,493,31,"14,872","13,018","1,854","1,877","1,854",02/19/2021 01:38:31 PM,Not agree,Agree
05/10/2020,WI,"10,219","10,219",0,280,0,400,400,0,2,0,05/11/2020 09:26:08 PM,Agree,Agree
01/26/2021,MP,132,132,0,0,0,2,2,0,0,0,01/27/2021 02:53:24 PM,Agree,Agree
10/09/2020,OR,"36,526","34,806","1,720",410,0,597,582,15,3,0,10/10/2020 01:30:17 PM,Agree,Agree
02/06/2021,AZ,"779,093","728,608","50,485","3,471",522,"14,011","12,451","1,560",63,11,02/07/2021 02:46:31 PM,Agree,Agree
03/08/2020,OK,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/18/2020,AK,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,N/A
09/19/2020,NV,"75,607",,,323,0,"1,558",,,-7,-6,09/20/2020 01:53:10 PM,,
11/19/2020,AL,"225,910","189,461","36,449","2,424",586,"3,419","3,123",296,72,22,11/20/2020 03:06:16 PM,Agree,Agree
01/14/2021,TX,"2,045,699",,,"23,064","4,138","31,050",,,426,0,01/15/2021 02:46:04 PM,Not agree,Not agree
12/20/2020,NJ,"476,340",,,"5,688",513,"18,194","16,286","1,908",21,0,02/19/2021 01:38:31 PM,Not agree,Agree
03/27/2020,ME,168,,,13,,1,,,1,,03/26/2020 04:22:39 PM,Agree,Agree
12/16/2020,NE,"152,103",,,"1,242",0,"1,448",,,10,0,12/17/2020 02:33:42 PM,Not agree,Not agree
02/18/2020,VT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
05/01/2020,MI,"42,356","42,356",0,977,0,"3,866","3,866",0,77,0,05/02/2020 03:47:19 PM,Agree,Agree
08/24/2020,ND,"10,229","10,229",0,229,0,138,,,1,0,08/25/2020 02:02:54 PM,Agree,Not agree
03/12/2020,IL,32,,,5,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/02/2020,MI,"10,791",,,"1,457",,417,,,80,,04/01/2020 04:22:39 PM,Agree,Agree
03/19/2020,GA,493,493,0,115,0,13,,,7,,03/26/2020 12:22:39 PM,Agree,Agree
06/25/2020,OR,"7,568","7,568",0,124,-259,197,197,0,2,-2,06/26/2020 07:18:27 PM,Agree,Agree
09/05/2020,AZ,"205,516","203,722","1,794",835,8,"5,207","4,933",274,36,0,09/06/2020 02:09:04 PM,Agree,Agree
04/29/2020,NC,"9,948","9,948",0,380,0,354,354,0,12,0,02/19/2021 01:38:31 PM,Agree,Agree
01/04/2021,PW,0,,,0,0,0,,,0,0,01/05/2021 03:00:42 PM,,
05/28/2020,IA,"18,585",,,228,0,506,,,14,0,05/29/2020 02:19:55 PM,Not agree,Not agree
08/03/2020,RMI,0,0,0,0,0,0,0,0,0,0,08/04/2020 02:09:35 PM,Agree,Agree
03/29/2020,KY,439,,,45,,9,,,0,,03/28/2020 04:22:39 PM,Agree,Agree
03/19/2020,ME,52,,,8,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
12/26/2020,NM,"137,226",,,604,0,"2,316",,,9,0,12/27/2020 02:44:47 PM,N/A,Not agree
02/17/2020,FSM,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/18/2021,MP,135,135,0,0,0,2,2,0,0,0,02/19/2021 03:33:51 PM,Agree,Agree
06/01/2020,CA,"113,006",,,"2,423",0,"4,251",,,38,0,06/02/2020 02:16:17 PM,Not agree,Not agree
02/06/2020,SD,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
04/16/2020,AK,300,,,7,,9,,,0,,04/16/2020 04:22:39 PM,N/A,N/A
04/18/2020,NM,"1,798",,,87,,53,,,2,,04/18/2020 04:22:39 PM,N/A,Not agree
04/21/2020,DE,"3,200","3,159",41,455,41,89,79,10,17,10,04/21/2020 04:22:39 PM,Agree,Agree
09/04/2020,ND,"13,334","13,334",0,361,0,155,,,5,0,09/05/2020 02:09:45 PM,Agree,Not agree
01/30/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
05/02/2020,PW,0,,,0,0,0,,,0,0,05/03/2020 03:36:03 PM,,
11/30/2020,RMI,4,4,0,0,0,0,0,0,0,0,12/01/2020 03:26:07 PM,Agree,Agree
09/04/2020,MT,"8,019","8,019",0,19,0,114,114,0,3,0,09/05/2020 02:09:45 PM,Agree,Agree
06/25/2020,PW,0,,,0,0,0,,,0,0,06/26/2020 07:18:27 PM,,
01/22/2020,MT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
12/18/2020,NY,"454,282",,,"8,198",0,"11,267",,,91,0,12/19/2020 02:42:31 PM,Not agree,Not agree
07/08/2020,WI,"36,410","33,154","3,256",645,47,814,807,7,2,0,07/09/2020 03:14:15 PM,Agree,Agree
11/17/2020,MN,"236,949",,,"5,931",176,"2,999","2,898",101,26,1,11/18/2020 02:57:46 PM,N/A,Agree
07/29/2020,ND,"6,301","6,301",0,74,0,103,,,1,0,07/30/2020 02:42:43 PM,Agree,Not agree
10/12/2020,ND,"28,245","28,245",0,508,0,357,,,12,0,10/13/2020 01:29:38 PM,Agree,Not agree
10/27/2020,NY,"238,936",,,"1,260",0,"9,226",,,11,0,10/28/2020 01:52:28 PM,Not agree,Not agree
04/27/2020,WY,520,389,131,18,-1,7,7,0,0,0,05/25/2020 03:38:40 PM,Agree,Agree
12/18/2020,DC,"26,104",,,274,0,728,,,3,0,12/19/2020 02:42:31 PM,,
10/02/2020,HI,"12,699",,,133,0,142,,,3,0,10/03/2020 09:39:53 AM,Not agree,Not agree
10/31/2020,NV,"100,763",,,977,0,"1,777",,,0,0,11/01/2020 03:03:08 PM,,
07/13/2020,OR,"12,438","11,795",643,268,643,237,233,4,3,4,07/14/2020 03:13:07 PM,Agree,Agree
08/26/2020,NYC,"233,943","229,207","4,736",232,-4,"23,674","19,037","4,637",5,-2,08/27/2020 01:42:08 PM,Agree,Agree
11/17/2020,NYC,"289,018","273,541","15,477","1,703",288,"24,149","19,479","4,670",3,-12,11/18/2020 02:57:46 PM,Agree,Agree
11/08/2020,NH,"12,488",,,247,"-1,088",489,,,0,-6,11/09/2020 02:38:54 PM,Not agree,Not agree
07/24/2020,IA,"41,271",,,636,0,823,,,5,0,07/25/2020 05:40:06 PM,Not agree,Not agree
02/15/2020,KY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
12/25/2020,IA,"274,013",,,"1,174",307,"3,744",,,5,5,12/26/2020 02:34:18 PM,Not agree,Not agree
04/01/2020,IN,"2,565",,,406,,65,,,16,,03/31/2020 04:22:39 PM,Not agree,Agree
05/24/2020,MD,"47,152",,,839,0,"2,302","2,187",115,25,0,05/25/2020 02:12:49 PM,N/A,Agree
01/18/2021,MS,"255,125","164,977","90,148","1,193",697,"5,574","4,182","1,392",50,31,01/19/2021 02:37:00 PM,Agree,Agree
01/14/2021,WV,"105,219","84,569","20,650",827,143,"1,702",,,31,8,01/15/2021 02:46:04 PM,Agree,Not agree
11/11/2020,WI,"301,349","285,891","15,458","7,537",489,"2,554","2,457",97,72,10,11/12/2020 02:55:21 PM,Agree,Agree
06/14/2020,ID,"3,399","3,061",338,0,0,87,67,20,0,0,06/15/2020 02:33:03 PM,Agree,Agree
02/14/2021,PW,0,,,0,0,0,,,0,0,02/15/2021 02:46:24 PM,,
12/01/2020,OK,"205,999","171,497","34,502",0,0,"1,752","1,680",72,0,0,12/02/2020 03:48:48 PM,Agree,Agree
07/17/2020,MO,"31,290",,,868,0,"1,121",,,8,0,07/18/2020 04:14:26 PM,Not agree,Not agree
02/01/2021,AK,"52,668",,,70,0,260,,,0,0,02/02/2021 02:51:51 PM,N/A,N/A
06/14/2020,MI,"66,054","59,990","6,064",218,29,"6,016","5,771",245,3,0,06/15/2020 02:33:03 PM,Agree,Agree
08/16/2020,IN,"80,415",,,739,0,"3,133","2,924",209,5,2,08/17/2020 02:26:31 PM,Not agree,Agree
11/24/2020,VT,"3,746",,,32,0,64,,,1,0,11/25/2020 02:53:15 PM,Not agree,Not agree
07/30/2020,AS,0,,,0,0,0,,,0,0,07/31/2020 02:35:06 PM,,
02/04/2020,CT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
08/27/2020,OR,"25,761","24,482","1,279",190,-3,438,427,11,5,0,08/28/2020 01:43:49 PM,Agree,Agree
10/06/2020,AS,0,,,0,0,0,,,0,0,10/07/2020 01:45:01 PM,,
07/13/2020,VI,206,,,25,0,6,,,0,0,07/14/2020 03:13:07 PM,,
12/18/2020,WV,"69,751","57,853","11,898","1,266",290,"1,091",,,20,5,12/19/2020 02:42:31 PM,Agree,Not agree
11/28/2020,PW,0,,,0,0,0,,,0,0,11/29/2020 02:49:08 PM,,
11/14/2020,AR,"132,166",,,"1,848",499,"2,159",,,11,0,11/15/2020 03:12:13 PM,Not agree,Not agree
04/25/2020,MN,"3,446",,,261,0,244,244,0,23,0,05/25/2020 03:38:40 PM,N/A,Agree
06/09/2020,WA,"24,354",,,313,0,"1,176",,,15,0,06/10/2020 08:56:25 PM,N/A,N/A
04/09/2020,CO,"6,202",,,547,,226,,,33,,04/08/2020 04:22:39 PM,Agree,Agree
01/11/2021,TX,"1,969,240",,,"14,834","1,346","29,933",,,56,0,01/12/2021 02:48:35 PM,Not agree,Not agree
01/08/2021,KY,"296,167","237,108","59,059","4,737","1,101","2,856","2,652",204,13,4,01/09/2021 03:26:08 PM,Agree,Agree
12/31/2020,NYC,"438,270","386,824","51,446","6,091","1,202","25,187","20,382","4,805",43,-7,01/01/2021 02:49:07 PM,Agree,Agree
05/28/2020,VT,974,,,3,0,55,,,1,0,05/29/2020 02:19:55 PM,Not agree,Not agree
02/13/2021,AK,"54,282",,,0,0,280,,,0,0,02/14/2021 02:51:00 PM,N/A,N/A
12/04/2020,OK,"205,999","171,497","34,502",0,0,"1,752","1,680",72,0,0,12/05/2020 02:29:17 PM,Agree,Agree
04/11/2020,WV,591,,,17,,6,,,1,,04/10/2020 04:22:39 PM,Agree,Not agree
08/08/2020,GA,"218,789","211,375","7,414","4,422",48,"4,186","4,186",0,69,0,08/09/2020 10:03:10 AM,Agree,Agree
03/09/2020,MP,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
11/08/2020,UT,"132,621","132,621",0,"2,386",0,659,649,10,1,0,11/09/2020 02:38:54 PM,Agree,Agree
04/01/2020,VI,30,,,0,,0,,,0,,03/31/2020 04:22:39 PM,,
06/03/2020,HI,647,,,1,0,17,,,0,0,06/04/2020 11:03:31 AM,Not agree,Not agree
02/01/2021,IN,"628,391",,,"1,709",0,"9,989","9,613",376,15,0,02/02/2021 02:51:51 PM,Not agree,Agree
10/31/2020,IL,"416,559","410,300","6,259","7,899",0,"10,040","9,757",283,46,0,11/01/2020 03:03:08 PM,Agree,Agree
09/25/2020,ND,"20,380","20,380",0,495,0,227,,,8,0,09/26/2020 01:46:07 PM,Agree,Not agree
05/09/2020,WV,"1,347","1,347",0,24,0,53,,,1,0,05/10/2020 09:26:08 PM,Agree,Not agree
10/02/2020,KS,"61,111","57,762","3,349","1,362",221,698,,,20,0,10/03/2020 01:39:53 PM,Agree,N/A
05/04/2020,NE,"6,083",,,424,0,78,,,0,0,05/05/2020 05:25:08 PM,Not agree,Not agree
07/27/2020,IA,"42,554",,,355,0,834,,,7,0,07/28/2020 02:21:07 PM,Not agree,Not agree
05/27/2020,FSM,0,0,0,0,0,0,0,0,0,0,05/28/2020 03:12:25 PM,Agree,Agree
10/19/2020,RMI,0,0,0,0,0,0,0,0,0,0,10/20/2020 02:59:27 PM,Agree,Agree
02/28/2020,RI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,N/A
04/10/2020,HI,489,,,20,0,8,,,2,,04/09/2020 12:22:39 PM,Not agree,Not agree
02/02/2021,NC,"764,228","682,726","81,502","2,926",646,"9,409","8,503",906,67,12,02/03/2021 02:55:58 PM,Agree,Agree
04/26/2020,PW,0,,,0,0,0,,,0,0,05/25/2020 03:38:40 PM,,
10/13/2020,NE,"53,543",,,704,0,527,,,5,0,10/14/2020 01:28:39 PM,Not agree,Not agree
02/07/2020,WV,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
10/02/2020,AS,0,,,0,0,0,,,0,0,10/03/2020 01:39:53 PM,,
01/20/2021,OK,"367,664","289,784","77,880","2,630",885,"3,150","2,875",275,55,13,01/21/2021 02:44:32 PM,Agree,Agree
12/25/2020,KY,"250,280","202,044","48,236",0,0,"2,466","2,312",154,0,0,12/26/2020 02:34:18 PM,Agree,Agree
05/28/2020,NM,"7,364",,,112,0,335,,,6,0,05/29/2020 02:19:55 PM,N/A,Not agree
04/08/2020,PW,0,,,0,,0,,,0,,04/07/2020 04:22:39 PM,,
08/15/2020,RI,"20,355",,,0,0,"1,021",,,0,0,08/16/2020 02:57:14 PM,Not agree,N/A
01/04/2021,MT,"82,664","82,664",0,283,0,975,975,0,3,0,01/05/2021 03:00:42 PM,Agree,Agree
10/19/2020,PW,0,,,0,0,0,,,0,0,10/20/2020 02:59:27 PM,,
09/18/2020,HI,"11,291",,,112,0,120,,,13,0,09/19/2020 10:00:26 AM,Not agree,Not agree
02/15/2020,OH,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
09/04/2020,CT,"53,365","51,221","2,144",156,11,"4,468","3,583",885,0,0,09/05/2020 02:09:45 PM,Agree,Agree
06/11/2020,MA,"104,667","100,504","4,163",511,165,"7,492","7,337",155,38,1,06/12/2020 02:17:59 PM,Agree,Agree
04/04/2020,AK,171,,,14,,5,,,2,,04/03/2020 04:22:39 PM,N/A,N/A
10/23/2020,VI,"1,346",,,3,0,21,,,0,0,10/24/2020 01:26:44 PM,,
11/22/2020,TN,"340,476","314,854","25,622","4,589",474,"4,266","3,929",337,55,6,11/23/2020 03:04:35 PM,Agree,Agree
05/03/2020,NC,"11,664","11,664",0,155,0,422,422,0,2,0,02/19/2021 01:38:31 PM,Agree,Agree
11/14/2020,CT,"88,645","82,854","5,791",0,0,"4,737","3,807",930,0,0,11/15/2020 03:12:13 PM,Agree,Agree
05/21/2020,WV,"1,603","1,603",0,36,0,71,,,2,0,05/22/2020 03:31:45 PM,Agree,Not agree
02/03/2020,MT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
11/27/2020,OK,"186,136","156,527","29,609",0,0,"1,651","1,590",61,0,0,11/28/2020 02:46:47 PM,Agree,Agree
07/02/2020,LA,"61,561",,,"1,383",0,"3,255","3,147",108,17,0,07/03/2020 03:01:33 PM,Not agree,Agree
02/16/2021,WI,"608,418","556,332","52,086",779,155,"6,788","6,204",584,39,1,02/17/2021 02:51:58 PM,Agree,Agree
11/26/2020,RI,"52,317",,,0,0,"1,335",,,0,0,11/27/2020 03:07:59 PM,Not agree,N/A
09/23/2020,WI,"112,222","105,932","6,290","1,895",133,"1,268","1,259",9,9,1,09/24/2020 01:54:02 PM,Agree,Agree
09/15/2020,WA,"80,465",,,327,0,"2,015",,,9,0,09/16/2020 01:53:41 PM,N/A,N/A
01/17/2021,MP,128,128,0,0,0,2,2,0,0,0,01/18/2021 02:39:32 PM,Agree,Agree
01/14/2021,CA,"2,816,969",,,"35,930",0,"31,654",,,552,0,01/15/2021 02:46:04 PM,Not agree,Not agree
07/17/2020,VI,283,,,20,0,6,,,0,0,07/18/2020 04:14:26 PM,,
03/31/2020,MD,"1,660",,,0,,18,,,0,,03/30/2020 04:22:39 PM,N/A,Agree
02/06/2021,AS,3,,,0,0,0,,,0,0,02/07/2021 02:46:31 PM,,
07/07/2020,NM,"13,727",,,220,0,519,,,4,0,07/08/2020 02:12:08 PM,N/A,Not agree
03/16/2020,IA,23,,,1,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
08/22/2020,AR,"56,199",,,547,0,674,,,11,0,08/23/2020 02:15:28 PM,Not agree,Not agree
06/07/2020,IN,"37,397",,,400,0,"2,303","2,121",182,11,0,06/08/2020 02:55:08 PM,Not agree,Agree
09/15/2020,GU,"1,966",,,39,0,28,,,2,0,09/16/2020 01:53:41 PM,Not agree,Not agree
12/04/2020,OH,"456,963","432,324","24,639","10,114",638,"6,882","6,431",451,129,2,12/05/2020 02:29:17 PM,Agree,Agree
12/05/2020,CO,"257,347","246,333","11,014","5,125",217,"3,357","2,840",517,19,10,12/06/2020 02:51:16 PM,Agree,Agree
07/23/2020,IN,"59,602",,,929,0,"2,880","2,683",197,17,0,07/24/2020 02:18:40 PM,Not agree,Agree
10/05/2020,NH,"8,680",,,35,5,444,,,1,0,10/06/2020 01:33:58 PM,Not agree,Not agree
11/12/2020,MA,"184,849","174,953","9,896","2,482",0,"10,223","10,015",208,21,0,11/13/2020 02:54:34 PM,Agree,Agree
04/26/2020,NM,"2,726",,,66,0,99,,,6,0,05/25/2020 03:38:40 PM,N/A,Not agree
08/29/2020,GU,"1,287",,,0,0,10,,,0,0,08/30/2020 02:49:52 PM,Not agree,Not agree
06/07/2020,NV,"9,649",,,189,0,438,,,1,0,06/08/2020 02:55:08 PM,,
